cd_cnpj;nu_ordem;cd_ramo_atividade;de_ramo_atividade;chave_cnae
15797920000150;0;1091102;FABRICACAO DE PRODUTOS DE PADARIA E CONFEITARIA COM PREDOMINANCIA DE PRODUCAO PROPRIA;10
15797920000150;1;3299099;FABRICACAO DE PRODUTOS DIVERSOS NAO ESPECIFICADOS ANTERIORMENTE;32
15797920000150;2;5620104;FORNECIMENTO DE ALIMENTOS PREPARADOS PREPONDERANTEMENTE PARA CONSUMO DOMICILIAR;56
15797920000150;3;8230001;SERVICOS DE ORGANIZACAO DE FEIRAS, CONGRESSOS, EXPOSICOES E FESTAS;82
16294894000100;0;4530703;COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES;45
16294894000100;1;4744099;COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO EM GERAL;47
16294894000100;2;4751200;COMERCIO VAREJISTA DE OUTROS ARTIGOS DE USO PESSOAL E DOMESTICO NAO ESPECIFICADOS ANTERIORMENTE;47
16294894000100;3;4759899;COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMATICA;47
53112561000300;0;4751200;COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMATICA;47
12220507000130;0;4781400;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;47
12220507000130;1;4782201;COMERCIO VAREJISTA DE CALCADOS;47
12220507000130;2;4789001;COMERCIO VAREJISTA DE SUVENIRES, BIJUTERIAS E ARTESANATOS;47
04904391000120;0;4754701;COMERCIO VAREJISTA DE MOVEIS;47
03901079000110;0;4530703;COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES;45
13876515000100;0;2063100;ATIVIDADES DE ESTETICA E OUTROS SERVICOS DE CUIDADOS COM A BELEZA;20
13876515000100;1;9602501;CABELEIREIROS, MANICURE E PEDICURE;96
13876515000100;2;9602502;FABRICACAO DE COSMETICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL;96
00516281000130;0;9430800;ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE;94
00516281000130;1;9493600;ATIVIDADES DE ASSOCIACOES DE DEFESA DE DIREITOS SOCIAIS;94
00516281000130;2;9499500;ATIVIDADES DE ORGANIZACOES ASSOCIATIVAS LIGADAS A CULTURA E A ARTE;94
14823970000100;0;6511102;PLANOS DE AUXILIOFUNERAL;65
17001237000190;0;4110700;COMPRA E VENDA DE IMOVEIS PROPRIOS;41
17001237000190;1;4120400;CONSTRUCAO DE EDIFICIOS;41
17001237000190;2;6810201;INCORPORACAO DE EMPREENDIMENTOS IMOBILIARIOS;68
14045278000190;0;4772500;ALUGUEL DE MOVEIS, UTENSILIOS E APARELHOS DE USO DOMESTICO E PESSOAL, INSTRUMENTOS MUSICAIS;47
14045278000190;1;4781400;ATIVIDADES DE ESTETICA E OUTROS SERVICOS DE CUIDADOS COM A BELEZA;47
14045278000190;2;7729202;CABELEIREIROS, MANICURE E PEDICURE;77
14045278000190;3;9602501;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;96
14045278000190;4;9602502;COMERCIO VAREJISTA DE COSMETICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL;96
11769325000150;0;8650002;ATIVIDADES DE PROFISSIONAIS DA NUTRICAO;86
13649275000100;0;2330305;ATIVIDADES RELACIONADAS A ESGOTO, EXCETO A GESTAO DE REDES;23
13649275000100;1;3702900;INSTALACAO E MANUTENCAO ELETRICA;37
13649275000100;2;4321500;INSTALACOES HIDRAULICAS, SANITARIAS E DE GAS;43
13649275000100;3;4322301;OBRAS DE ALVENARIA;43
13649275000100;4;4399103;PREPARACAO DE MASSA DE CONCRETO E ARGAMASSA PARA CONSTRUCAO;43
15375030000150;0;4399103;OBRAS DE ALVENARIA;43
14830545000130;0;4781400;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;47
15351613000140;0;4759801;COMERCIO VAREJISTA DE ARTIGOS DE TAPECARIA, CORTINAS E PERSIANAS;47
15359272000150;0;5811500;EDICAO DE JORNAIS DIARIOS;58
15359272000150;1;5812301;EDICAO DE LIVROS;58
15359272000150;2;5813100;EDICAO DE REVISTAS;58
15359272000150;3;6319400;PORTAIS, PROVEDORES DE CONTEUDO E OUTROS SERVICOS DE INFORMACAO NA INTERNET;63
15359272000150;4;8230001;SERVICOS DE ORGANIZACAO DE FEIRAS, CONGRESSOS, EXPOSICOES E FESTAS;82
09719436000100;0;1351100;ALUGUEL DE IMOVEIS PROPRIOS;13
09719436000100;1;1359600;COMERCIO ATACADISTA DE ALGODAO;13
09719436000100;2;4623103;COMPRA E VENDA DE IMOVEIS PROPRIOS;46
09719436000100;3;6810201;FABRICACAO DE ARTEFATOS TEXTEIS PARA USO DOMESTICO;68
09719436000100;4;6810202;FABRICACAO DE OUTROS PRODUTOS TEXTEIS NAO ESPECIFICADOS ANTERIORMENTE;68
13850287000190;0;5320202;SERVICOS DE ENTREGA RAPIDA;53
14023390000120;0;8291100;ATIVIDADES DE COBRANCAS E INFORMACOES CADASTRAIS;82
00849004000300;0;4723700;COMERCIO VAREJISTA DE BEBIDAS;47
00849004000300;1;4784900;COMERCIO VAREJISTA DE GAS LIQUEFEITO DE PETROLEO GLP;47
15971961000110;0;9492800;ATIVIDADES DE ORGANIZACOES POLITICAS;94
13658549000110;0;9329899;ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE;93
13658549000110;1;9499500;OUTRAS ATIVIDADES DE RECREACAO E LAZER NAO ESPECIFICADAS ANTERIORMENTE;94
14312252000160;0;2539001;SERVICOS DE MANUTENCAO E REPARACAO MECANICA DE VEICULOS AUTOMOTORES;25
14312252000160;1;4520001;SERVICOS DE USINAGEM, TORNEARIA E SOLDA;45
37564887000150;0;4212000;CONSTRUCAO DE OBRAS DE ARTE ESPECIAIS;42
10500306000160;0;8650003;ATIVIDADES DE FONOAUDIOLOGIA;86
10500306000160;1;8650005;ATIVIDADES DE PSICOLOGIA E PSICANALISE;86
10500306000160;2;8650006;ATIVIDADES DE TERAPIA OCUPACIONAL;86
10500306000160;3;8690999;OUTRAS ATIVIDADES DE ATENCAO A SAUDE HUMANA NAO ESPECIFICADAS ANTERIORMENTE;86
03583686000260;0;7020400;ADMINISTRACAO DE CAIXAS ESCOLARES;70
03583686000260;1;8550301;ATIVIDADES DE APOIO A EDUCACAO, EXCETO CAIXAS ESCOLARES;85
03583686000260;2;8550302;ATIVIDADES DE CONSULTORIA EM GESTAO EMPRESARIAL, EXCETO CONSULTORIA TECNICA ESPECIFICA;85
03619841000170;0;4330499;OUTRAS OBRAS DE ACABAMENTO DA CONSTRUCAO;43
01243305000430;0;4623199;COMERCIO ATACADISTA DE MATERIASPRIMAS AGRICOLAS NAO ESPECIFICADAS ANTERIORMENTE;46
01786092000140;0;4712100;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS;47
03937322000150;0;4723700;COMERCIO VAREJISTA DE BEBIDAS;47
00799074000130;0;6920601;ATIVIDADES DE CONTABILIDADE;69
16849377000150;0;4772500;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;47
16849377000150;1;4781400;COMERCIO VAREJISTA DE COSMETICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL;47
03734601013790;0;4751200;COMERCIO VAREJISTA DE MOVEIS;47
03734601013790;1;4752100;COMERCIO VAREJISTA ESPECIALIZADO DE ELETRODOMESTICOS E EQUIPAMENTOS DE AUDIO E VIDEO;47
03734601013790;2;4753900;COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS DE TELEFONIA E COMUNICACAO;47
03734601013790;3;4754701;COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMATICA;47
14814432000140;0;4722901;COMERCIO VAREJISTA DE CARNES  ACOUGUES;47
13871224000110;0;4322302;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;43
13871224000110;1;4781400;INSTALACAO E MANUTENCAO DE SISTEMAS CENTRAIS DE AR CONDICIONADO, DE VENTILACAO E REFRIGERACAO;47
94064649000110;0;1610201;SERRARIAS COM DESDOBRAMENTO DE MADEIRA;16
08360628000100;0;4120400;CONSTRUCAO DE EDIFICIOS;41
08360628000100;1;4313400;OBRAS DE TERRAPLENAGEM;43
08360628000100;2;4319300;SERVICOS DE PREPARACAO DO TERRENO NAO ESPECIFICADOS ANTERIORMENTE;43
15156438000130;0;6821801;CORRETAGEM NA COMPRA E VENDA E AVALIACAO DE IMOVEIS;68
15156438000130;1;6821802;CORRETAGEM NO ALUGUEL DE IMOVEIS;68
15160571000160;0;7119704;ATIVIDADES TECNICAS RELACIONADAS A ENGENHARIA E ARQUITETURA NAO ESPECIFICADAS ANTERIORMENTE;71
15160571000160;1;7119799;SERVICOS DE PERICIA TECNICA RELACIONADOS A SEGURANCA DO TRABALHO;71
10357393000220;0;4742300;ATIVIDADES DE LIMPEZA NAO ESPECIFICADAS ANTERIORMENTE;47
10357393000220;1;4744005;COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO NAO ESPECIFICADOS ANTERIORMENTE;47
10357393000220;2;4754701;COMERCIO VAREJISTA DE MATERIAL ELETRICO;47
10357393000220;3;4759899;COMERCIO VAREJISTA DE MOVEIS;47
10357393000220;4;8129000;COMERCIO VAREJISTA DE OUTROS ARTIGOS DE USO PESSOAL E DOMESTICO NAO ESPECIFICADOS ANTERIORMENTE;81
08925731000150;0;6619399;OUTRAS ATIVIDADES AUXILIARES DOS SERVICOS FINANCEIROS NAO ESPECIFICADAS ANTERIORMENTE;66
16053467000130;0;9492800;ATIVIDADES DE ORGANIZACOES POLITICAS;94
14737392000180;0;4772500;ATIVIDADES DE ESTETICA E OUTROS SERVICOS DE CUIDADOS COM A BELEZA;47
14737392000180;1;4781400;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;47
14737392000180;2;9602502;COMERCIO VAREJISTA DE COSMETICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL;96
04569277000190;0;4789099;COMERCIO VAREJISTA DE OUTROS PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE;47
07921293000270;0;4755502;COMERCIO VAREJISTA DE ARTIGOS DE ARMARINHO;47
07921293000270;1;4761003;COMERCIO VAREJISTA DE ARTIGOS DE PAPELARIA;47
10944008000160;0;8211300;PREPARACAO DE DOCUMENTOS E SERVICOS ESPECIALIZADOS DE APOIO ADMINISTRATIVO NAO ESPECIFICADOS ANTERIORMENTE;82
10944008000160;1;8219999;SERVICOS COMBINADOS DE ESCRITORIO E APOIO ADMINISTRATIVO;82
05582594000100;0;6821801;CORRETAGEM NA COMPRA E VENDA E AVALIACAO DE IMOVEIS;68
05582594000100;1;6822600;GESTAO E ADMINISTRACAO DA PROPRIEDADE IMOBILIARIA;68
01051495000140;0;4619200;REPRESENTANTES COMERCIAIS E AGENTES DO COMERCIO DE MERCADORIAS EM GERAL NAO ESPECIALIZADO;46
57269763000150;0;6399200;AGENCIAMENTO DE PROFISSIONAIS PARA ATIVIDADES ESPORTIVAS, CULTURAIS E ARTISTICAS;63
57269763000150;1;7410299;ATIVIDADES DE DESIGN NAO ESPECIFICADAS ANTERIORMENTE;74
57269763000150;2;7490105;OUTRAS ATIVIDADES DE PRESTACAO DE SERVICOS DE INFORMACAO NAO ESPECIFICADAS ANTERIORMENTE;74
57269763000150;3;7490199;OUTRAS ATIVIDADES DE SERVICOS PRESTADOS PRINCIPALMENTE AS EMPRESAS NAO ESPECIFICADAS ANTERIORMENTE;74
57269763000150;4;8299799;OUTRAS ATIVIDADES PROFISSIONAIS, CIENTIFICAS E TECNICAS NAO ESPECIFICADAS ANTERIORMENTE;82
14452737000150;0;4781400;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;47
13335552000100;0;4781400;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;47
13335552000100;1;4782201;COMERCIO VAREJISTA DE CALCADOS;47
13335552000100;2;4789001;COMERCIO VAREJISTA DE SUVENIRES, BIJUTERIAS E ARTESANATOS;47
13878559000160;0;5611203;LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES;56
13941989000180;0;4321500;INSTALACAO E MANUTENCAO ELETRICA;43
13941989000180;1;4322301;INSTALACOES HIDRAULICAS, SANITARIAS E DE GAS;43
13941989000180;2;4399103;OBRAS DE ALVENARIA;43
15182288000130;0;4772500;ATIVIDADES DE ESTETICA E OUTROS SERVICOS DE CUIDADOS COM A BELEZA;47
15182288000130;1;9602501;CABELEIREIROS, MANICURE E PEDICURE;96
15182288000130;2;9602502;COMERCIO VAREJISTA DE COSMETICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL;96
15553446000110;0;9602502;ATIVIDADES DE ESTETICA E OUTROS SERVICOS DE CUIDADOS COM A BELEZA;96
12164098000100;0;4755503;COMERCIO VAREJISTA DE ARTIGOS DE CAMA, MESA E BANHO;47
12164098000100;1;4781400;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;47
07081651000100;0;5510803;BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS;55
07081651000100;1;5611202;CASAS DE FESTAS E EVENTOS;56
07081651000100;2;8230002;DISCOTECAS, DANCETERIAS, SALOES DE DANCA E SIMILARES;82
07081651000100;3;9003500;GESTAO DE ESPACOS PARA ARTES CENICAS, ESPETACULOS E OUTRAS ATIVIDADES ARTISTICAS;90
07081651000100;4;9329801;MOTEIS;93
17283441000140;0;6462000;HOLDINGS DE INSTITUICOES NAOFINANCEIRAS;64
07806565000100;0;8112500;CONDOMINIOS PREDIAIS;81
11050679000140;0;9499500;ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE;94
13169734000140;0;4772500;COMERCIO VAREJISTA DE COSMETICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL;47
15190246000140;0;4330404;SERVICOS DE PINTURA DE EDIFICIOS EM GERAL;43
16480744000190;0;4321500;INSTALACAO E MANUTENCAO ELETRICA;43
16480744000190;1;4322301;INSTALACOES HIDRAULICAS, SANITARIAS E DE GAS;43
16480744000190;2;4330404;OBRAS DE ALVENARIA;43
16480744000190;3;4399103;SERVICOS DE PINTURA DE EDIFICIOS EM GERAL;43
14465596000100;0;4754702;COMERCIO VAREJISTA DE ARTIGOS DE COLCHOARIA;47
14465596000100;1;9529105;REPARACAO DE ARTIGOS DO MOBILIARIO;95
09331590000100;0;4712100;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS;47
11306905000100;0;4520001;COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES;45
11306905000100;1;4530703;COMERCIO A VAREJO DE PNEUMATICOS E CAMARASDEAR;45
11306905000100;2;4530705;COMERCIO VAREJISTA DE MATERIAL ELETRICO;45
11306905000100;3;4742300;SERVICOS DE MANUTENCAO E REPARACAO MECANICA DE VEICULOS AUTOMOTORES;47
15676707000190;0;4330499;OUTRAS OBRAS DE ACABAMENTO DA CONSTRUCAO;43
02300267000120;0;3314711;COMERCIO VAREJISTA DE FERRAGENS E FERRAMENTAS;33
02300267000120;1;4744001;MANUTENCAO E REPARACAO DE MAQUINAS E EQUIPAMENTOS PARA AGRICULTURA E PECUARIA;47
81620106000190;0;1412601;CONFECCAO DE PECAS DE VESTUARIO, EXCETO ROUPAS INTIMAS E AS CONFECCIONADAS SOB MEDIDA;14
81620106000190;1;1412603;FACCAO DE PECAS DO VESTUARIO, EXCETO ROUPAS INTIMAS;14
68035252000190;0;4671100;COMERCIO ATACADISTA DE MADEIRA E PRODUTOS DERIVADOS;46
14753183000120;0;0121101;CULTIVO DE COCODABAIA;01
14753183000120;1;0133405;HORTICULTURA, EXCETO MORANGO;01
11185206000150;0;4771701;COMERCIO VAREJISTA DE PRODUTOS FARMACEUTICOS, SEM MANIPULACAO DE FORMULAS;47
95035473000130;0;4520001;SERVICOS DE ALINHAMENTO E BALANCEAMENTO DE VEICULOS AUTOMOTORES;45
95035473000130;1;4520002;SERVICOS DE LANTERNAGEM OU FUNILARIA E PINTURA DE VEICULOS AUTOMOTORES;45
95035473000130;2;4520003;SERVICOS DE MANUTENCAO E REPARACAO ELETRICA DE VEICULOS AUTOMOTORES;45
95035473000130;3;4520004;SERVICOS DE MANUTENCAO E REPARACAO MECANICA DE VEICULOS AUTOMOTORES;45
66351065000190;0;1741902;EDICAO DE CADASTROS, LISTAS E DE OUTROS PRODUTOS GRAFICOS;17
66351065000190;1;5819100;EDICAO INTEGRADA A IMPRESSAO DE CADASTROS, LISTAS E DE OUTROS PRODUTOS GRAFICOS;58
66351065000190;2;5829800;FABRICACAO DE PRODUTOS DE PAPEL, CARTOLINA, PAPEL CARTAO E PAPELAO ONDULADO PARA USO COMERCIAL E DE ESCRITORIO, EXCETO FORMULARIO CONTINUO;58
48792485000120;0;1813099;IMPRESSAO DE MATERIAL PARA OUTROS USOS;18
04617529000100;0;6399200;AGENCIAMENTO DE PROFISSIONAIS PARA ATIVIDADES ESPORTIVAS, CULTURAIS E ARTISTICAS;63
04617529000100;1;7410299;ATIVIDADES DE DESIGN NAO ESPECIFICADAS ANTERIORMENTE;74
04617529000100;2;7490105;OUTRAS ATIVIDADES DE PRESTACAO DE SERVICOS DE INFORMACAO NAO ESPECIFICADAS ANTERIORMENTE;74
04617529000100;3;7490199;OUTRAS ATIVIDADES DE SERVICOS PRESTADOS PRINCIPALMENTE AS EMPRESAS NAO ESPECIFICADAS ANTERIORMENTE;74
04617529000100;4;8299799;OUTRAS ATIVIDADES PROFISSIONAIS, CIENTIFICAS E TECNICAS NAO ESPECIFICADAS ANTERIORMENTE;82
07037992000170;0;2539001;SERVICOS DE USINAGEM, TORNEARIA E SOLDA;25
12783179000180;0;8599603;REPARACAO E MANUTENCAO DE COMPUTADORES E DE EQUIPAMENTOS PERIFERICOS;85
12783179000180;1;9511800;TREINAMENTO EM INFORMATICA;95
04355056000110;0;1521100;COMERCIO ATACADISTA DE BOLSAS, MALAS E ARTIGOS DE VIAGEM;15
04355056000110;1;4643502;COMERCIO VAREJISTA DE ARTIGOS DE VIAGEM;46
04355056000110;2;4782201;COMERCIO VAREJISTA DE CALCADOS;47
04355056000110;3;4782202;FABRICACAO DE ARTIGOS PARA VIAGEM, BOLSAS E SEMELHANTES DE QUALQUER MATERIAL;47
55492623000110;0;6399200;AGENCIAMENTO DE PROFISSIONAIS PARA ATIVIDADES ESPORTIVAS, CULTURAIS E ARTISTICAS;63
55492623000110;1;7410299;ATIVIDADES DE DESIGN NAO ESPECIFICADAS ANTERIORMENTE;74
55492623000110;2;7490105;OUTRAS ATIVIDADES DE PRESTACAO DE SERVICOS DE INFORMACAO NAO ESPECIFICADAS ANTERIORMENTE;74
55492623000110;3;7490199;OUTRAS ATIVIDADES DE SERVICOS PRESTADOS PRINCIPALMENTE AS EMPRESAS NAO ESPECIFICADAS ANTERIORMENTE;74
55492623000110;4;8299799;OUTRAS ATIVIDADES PROFISSIONAIS, CIENTIFICAS E TECNICAS NAO ESPECIFICADAS ANTERIORMENTE;82
11117576000150;0;1091102;FABRICACAO DE PRODUTOS DE PADARIA E CONFEITARIA COM PREDOMINANCIA DE PRODUCAO PROPRIA;10
11694319000180;0;4752100;COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS DE TELEFONIA E COMUNICACAO;47
11694319000180;1;9512600;REPARACAO E MANUTENCAO DE EQUIPAMENTOS DE COMUNICACAO;95
09568108000150;0;9492800;ATIVIDADES DE ORGANIZACOES POLITICAS;94
00245285000120;0;6204000;CONSULTORIA EM TECNOLOGIA DA INFORMACAO;62
00739428000150;0;9491000;ATIVIDADES DE ORGANIZACOES RELIGIOSAS OU FILOSOFICAS;94
05953866000130;0;5611201;LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES;56
05953866000130;1;5611203;OUTRAS ATIVIDADES DE RECREACAO E LAZER NAO ESPECIFICADAS ANTERIORMENTE;56
05953866000130;2;9329899;RESTAURANTES E SIMILARES;93
16962677000140;0;6821801;CORRETAGEM NA COMPRA E VENDA E AVALIACAO DE IMOVEIS;68
12563448000100;0;8211300;PREPARACAO DE DOCUMENTOS E SERVICOS ESPECIALIZADOS DE APOIO ADMINISTRATIVO NAO ESPECIFICADOS ANTERIORMENTE;82
12563448000100;1;8219999;SERVICOS COMBINADOS DE ESCRITORIO E APOIO ADMINISTRATIVO;82
16932888000130;0;8630503;ATIVIDADE MEDICA AMBULATORIAL RESTRITA A CONSULTAS;86
97526837000100;0;9312300;CLUBES SOCIAIS, ESPORTIVOS E SIMILARES;93
02484960000280;0;4744005;COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO EM GERAL;47
02484960000280;1;4744099;COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO NAO ESPECIFICADOS ANTERIORMENTE;47
06084773000180;0;4712100;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS;47
16618671000150;0;9492800;ATIVIDADES DE ORGANIZACOES POLITICAS;94
03477630000140;0;4789099;COMERCIO VAREJISTA DE OUTROS PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE;47
02937277000170;0;4744005;COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO NAO ESPECIFICADOS ANTERIORMENTE;47
06042798000110;0;0810006;ATIVIDADES DE APOIO A EXTRACAO DE MINERAIS NAOMETALICOS;08
06042798000110;1;0990403;EXTRACAO DE AREIA, CASCALHO OU PEDREGULHO E BENEFICIAMENTO ASSOCIADO;09
06658925000100;0;9492800;ATIVIDADES DE ORGANIZACOES POLITICAS;94
02718174000110;0;4662100;COMERCIO ATACADISTA DE MAQUINAS E EQUIPAMENTOS PARA USO INDUSTRIAL, PARTES E PECAS;46
02718174000110;1;4663000;COMERCIO ATACADISTA DE MAQUINAS, EQUIPAMENTOS PARA TERRAPLENAGEM, MINERACAO E CONSTRUCAO, PARTES E PECAS;46
07028901000130;0;4923002;OPERADORES TURISTICOS;49
07028901000130;1;7912100;SERVICO DE TRANSPORTE DE PASSAGEIROS  LOCACAO DE AUTOMOVEIS COM MOTORISTA;79
11497569000120;0;8599605;CURSOS PREPARATORIOS PARA CONCURSOS;85
11497569000120;1;8599699;OUTRAS ATIVIDADES DE ENSINO NAO ESPECIFICADAS ANTERIORMENTE;85
54796362000160;0;9430800;ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE;94
54796362000160;1;9493600;ATIVIDADES DE ASSOCIACOES DE DEFESA DE DIREITOS SOCIAIS;94
54796362000160;2;9499500;ATIVIDADES DE ORGANIZACOES ASSOCIATIVAS LIGADAS A CULTURA E A ARTE;94
08679162000100;0;4924800;TRANSPORTE ESCOLAR;49
08679162000100;1;4929902;TRANSPORTE RODOVIARIO COLETIVO DE PASSAGEIROS, SOB REGIME DE FRETAMENTO, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL;49
64807035000110;0;4771701;COMERCIO VAREJISTA DE PRODUTOS FARMACEUTICOS, SEM MANIPULACAO DE FORMULAS;47
15317884000180;0;1340599;OUTROS SERVICOS DE ACABAMENTO EM FIOS, TECIDOS, ARTEFATOS TEXTEIS E PECAS DO VESTUARIO;13
16941941000160;0;4530703;COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES;45
05277788000100;0;8130300;ATIVIDADES PAISAGISTICAS;81
54093471000110;0;5611203;LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES;56
16774603000180;0;1094500;COMERCIO VAREJISTA DE BEBIDAS;10
16774603000180;1;4721102;COMERCIO VAREJISTA DE PRODUTOS ALIMENTICIOS EM GERAL OU ESPECIALIZADO EM PRODUTOS ALIMENTICIOS NAO ESPECIFICADOS ANTERIORMENTE;47
16774603000180;2;4723700;FABRICACAO DE MASSAS ALIMENTICIAS;47
16774603000180;3;4729699;PADARIA E CONFEITARIA COM PREDOMINANCIA DE REVENDA;47
16774603000180;4;5620102;SERVICOS DE ALIMENTACAO PARA EVENTOS E RECEPCOES  BUFE;56
04251424000180;0;4781400;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;47
87120762000100;0;4729699;COMERCIO VAREJISTA DE FERRAGENS E FERRAMENTAS;47
87120762000100;1;4741500;COMERCIO VAREJISTA DE MADEIRA E ARTEFATOS;47
87120762000100;2;4744001;COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO EM GERAL;47
87120762000100;3;4744002;COMERCIO VAREJISTA DE PRODUTOS ALIMENTICIOS EM GERAL OU ESPECIALIZADO EM PRODUTOS ALIMENTICIOS NAO ESPECIFICADOS ANTERIORMENTE;47
87120762000100;4;4744099;COMERCIO VAREJISTA DE TINTAS E MATERIAIS PARA PINTURA;47
04724398000160;0;4642701;COMERCIO ATACADISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS, EXCETO PROFISSIONAIS E DE SEGURANCA;46
12842235000100;0;4520003;COMERCIO VAREJISTA DE MATERIAL ELETRICO;45
12842235000100;1;4742300;SERVICOS DE MANUTENCAO E REPARACAO ELETRICA DE VEICULOS AUTOMOTORES;47
06932990000930;0;9491000;ATIVIDADES DE ORGANIZACOES RELIGIOSAS OU FILOSOFICAS;94
08293513000140;0;8591100;ENSINO DE ESPORTES;85
01475296000160;0;9430800;ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE;94
01475296000160;1;9493600;ATIVIDADES DE ASSOCIACOES DE DEFESA DE DIREITOS SOCIAIS;94
01475296000160;2;9499500;ATIVIDADES DE ORGANIZACOES ASSOCIATIVAS LIGADAS A CULTURA E A ARTE;94
12077443000160;0;6821801;CORRETAGEM NA COMPRA E VENDA E AVALIACAO DE IMOVEIS;68
12077443000160;1;6821802;CORRETAGEM NO ALUGUEL DE IMOVEIS;68
12077443000160;2;6822600;GESTAO E ADMINISTRACAO DA PROPRIEDADE IMOBILIARIA;68
13388322000100;0;4789001;COMERCIO VAREJISTA DE SUVENIRES, BIJUTERIAS E ARTESANATOS;47
10806211000170;0;4530703;COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES;45
10806211000170;1;4530704;COMERCIO A VAREJO DE PECAS E ACESSORIOS USADOS PARA VEICULOS AUTOMOTORES;45
14239440000100;0;4110700;ALUGUEL DE IMOVEIS PROPRIOS;41
14239440000100;1;6462000;HOLDINGS DE INSTITUICOES NAOFINANCEIRAS;64
14239440000100;2;6810202;INCORPORACAO DE EMPREENDIMENTOS IMOBILIARIOS;68
19791896009310;0;4682600;COMERCIO ATACADISTA DE GAS LIQUEFEITO DE PETROLEO GLP;46
19791896009310;1;4784900;COMERCIO VAREJISTA DE GAS LIQUEFEITO DE PETROLEO GLP;47
19791896009310;2;5211799;DEPOSITOS DE MERCADORIAS PARA TERCEIROS, EXCETO ARMAZENS GERAIS E GUARDAMOVEIS;52
12121224000130;0;9430800;ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE;94
